1.1925 	WARNING 	pyo audio lib was requested but not loaded: No module named pyo
3.6265 	INFO 	---START PARAMETERS---
3.6266 	INFO 	subject: 1
3.6266 	INFO 	session: 1
3.6266 	INFO 	date: Oct_19_2311
3.6267 	INFO 	isPractice: 0
3.6267 	INFO 	blockLengths: [52, 52]
3.6268 	INFO 	randomizeBlocks: 1
3.6268 	INFO 	ITI_min: 4.500000
3.6268 	INFO 	ITI_range: 3.000000
3.6268 	INFO 	flankerDur: 0.080000
3.6269 	INFO 	targetDur: 0.030000
3.6269 	INFO 	respDur: 1
3.6269 	INFO 	blankDur: 0.000000
3.6270 	INFO 	respKeys: ['3', '1']
3.6270 	INFO 	triggerKey: ['5', 't']
3.6270 	INFO 	isFullScreen: 1
3.6271 	INFO 	fixCrossSize: 10.000000
3.6271 	INFO 	rtDeadline: 1.400000
3.6271 	INFO 	rtTooSlowDur: 0.600000
3.6272 	INFO 	---END PARAMETERS---
3.6281 	INFO 	Loaded monitor calibration from ['2017_05_17 09:51']
3.6367 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1366, 768]. Using actual size
4.2729 	EXP 	Created win = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.7,  0.7,  0.7]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0xa781460c>, name='win', pos=[0, 0], screen=0, size=array([1366,  768]), stereo=False, units='pix', useFBO=False, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.3875 	EXP 	Created fixation = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=62, italic=False, name='fixation', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'+', units='pix', win=Window(...), wrapWidth=500)
4.3930 	EXP 	Created topMsg = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='#000000', colorSpace='hex', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=20, italic=False, name='topMsg', opacity=1.0, ori=0.0, pos=array([   0.,  100.]), rgb=array([0, 0, 0]), text=u'aaa', units='pix', win=Window(...), wrapWidth=500)
4.3962 	EXP 	Created bottomMsg = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='#000000', colorSpace='hex', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=20, italic=False, name='bottomMsg', opacity=1.0, ori=0.0, pos=array([   0., -100.]), rgb=array([0, 0, 0]), text=u'bbb', units='pix', win=Window(...), wrapWidth=500)
4.4008 	EXP 	Created target = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='#000000', colorSpace='hex', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font=[], fontFiles=[], height=62, italic=False, name='target', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), rgb=array([0, 0, 0]), text=u'\u2190', units='pix', win=Window(...), wrapWidth=500)
4.4037 	EXP 	Created flanker1 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='#000000', colorSpace='hex', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font=[], fontFiles=[], height=62, italic=False, name='flanker1', opacity=1.0, ori=0.0, pos=array([-124.,    0.]), rgb=array([0, 0, 0]), text=u'\u2192', units='pix', win=Window(...), wrapWidth=500)
