1.8911 	WARNING 	pyo audio lib was requested but not loaded: No module named pyo
4.7441 	INFO 	---START PARAMETERS---
4.7441 	INFO 	subject: 1
4.7442 	INFO 	session: 1
4.7442 	INFO 	date: Oct_04_1916
4.7442 	INFO 	isPractice: 0
4.7442 	INFO 	blockLengths: [52, 52]
4.7443 	INFO 	randomizeBlocks: 1
4.7443 	INFO 	ITI_min: 4.500000
4.7443 	INFO 	ITI_range: 3.000000
4.7443 	INFO 	flankerDur: 0.080000
4.7443 	INFO 	targetDur: 0.030000
4.7443 	INFO 	respDur: 1
4.7443 	INFO 	blankDur: 0.000000
4.7444 	INFO 	respKeys: ['3', '1']
4.7444 	INFO 	triggerKey: ['5', 't']
4.7444 	INFO 	isFullScreen: 1
4.7444 	INFO 	fixCrossSize: 10.000000
4.7444 	INFO 	rtDeadline: 1.400000
4.7444 	INFO 	rtTooSlowDur: 0.600000
4.7445 	INFO 	---END PARAMETERS---
4.7455 	INFO 	Loaded monitor calibration from ['2017_05_17 09:51']
4.7492 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1366, 768]. Using actual size
5.4661 	EXP 	Created win = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.7,  0.7,  0.7]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0xa776476c>, name='win', pos=[0, 0], screen=0, size=array([1366,  768]), stereo=False, units='pix', useFBO=False, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.5554 	EXP 	Created fixation = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=62, italic=False, name='fixation', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'+', units='pix', win=Window(...), wrapWidth=500)
