1.2184 	WARNING 	pyo audio lib was requested but not loaded: No module named pyo
2.5207 	INFO 	---START PARAMETERS---
2.5208 	INFO 	subject: 1
2.5208 	INFO 	session: 1
2.5208 	INFO 	date: Oct_19_2354
2.5209 	INFO 	isPractice: 1
2.5209 	INFO 	blockLengths: [8]
2.5210 	INFO 	randomizeBlocks: 1
2.5210 	INFO 	ITI_min: 4.500000
2.5210 	INFO 	ITI_range: 3.000000
2.5210 	INFO 	flankerDur: 0.080000
2.5211 	INFO 	targetDur: 0.030000
2.5211 	INFO 	respDur: 1
2.5211 	INFO 	blankDur: 0.000000
2.5212 	INFO 	respKeys: ['3', '1']
2.5212 	INFO 	triggerKey: ['5', 't']
2.5212 	INFO 	isFullScreen: 1
2.5213 	INFO 	fixCrossSize: 10.000000
2.5213 	INFO 	rtDeadline: 1.400000
2.5214 	INFO 	rtTooSlowDur: 0.600000
2.5214 	INFO 	---END PARAMETERS---
2.5224 	INFO 	Loaded monitor calibration from ['2017_05_17 09:51']
2.5261 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1366, 768]. Using actual size
3.1994 	EXP 	Created win = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.7,  0.7,  0.7]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0xa77da54c>, name='win', pos=[0, 0], screen=0, size=array([1366,  768]), stereo=False, units='pix', useFBO=False, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
3.3002 	EXP 	Created fixation = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=62, italic=False, name='fixation', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'+', units='pix', win=Window(...), wrapWidth=500)
3.3055 	EXP 	Created topMsg = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='#000000', colorSpace='hex', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=20, italic=False, name='topMsg', opacity=1.0, ori=0.0, pos=array([   0.,  100.]), rgb=array([0, 0, 0]), text=u'aaa', units='pix', win=Window(...), wrapWidth=500)
3.3087 	EXP 	Created bottomMsg = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='#000000', colorSpace='hex', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=20, italic=False, name='bottomMsg', opacity=1.0, ori=0.0, pos=array([   0., -100.]), rgb=array([0, 0, 0]), text=u'bbb', units='pix', win=Window(...), wrapWidth=500)
3.3134 	EXP 	Created target = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='#000000', colorSpace='hex', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font=[], fontFiles=[], height=62, italic=False, name='target', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), rgb=array([0, 0, 0]), text=u'\u2190', units='pix', win=Window(...), wrapWidth=500)
3.3163 	EXP 	Created flanker1 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='#000000', colorSpace='hex', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font=[], fontFiles=[], height=62, italic=False, name='flanker1', opacity=1.0, ori=0.0, pos=array([-124.,    0.]), rgb=array([0, 0, 0]), text=u'\u2192', units='pix', win=Window(...), wrapWidth=500)
3.3188 	EXP 	Created flanker2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='#000000', colorSpace='hex', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font=[], fontFiles=[], height=62, italic=False, name='flanker2', opacity=1.0, ori=0.0, pos=array([-62.,   0.]), rgb=array([0, 0, 0]), text=u'\u2192', units='pix', win=Window(...), wrapWidth=500)
3.3213 	EXP 	Created flanker3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='#000000', colorSpace='hex', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font=[], fontFiles=[], height=62, italic=False, name='flanker3', opacity=1.0, ori=0.0, pos=array([ 62.,   0.]), rgb=array([0, 0, 0]), text=u'\u2192', units='pix', win=Window(...), wrapWidth=500)
3.3240 	EXP 	Created flanker4 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='#000000', colorSpace='hex', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font=[], fontFiles=[], height=62, italic=False, name='flanker4', opacity=1.0, ori=0.0, pos=array([ 124.,    0.]), rgb=array([0, 0, 0]), text=u'\u2192', units='pix', win=Window(...), wrapWidth=500)
3.3321 	EXP 	Created tooSlow = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='red', colorSpace='named', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=30, italic=False, name='tooSlow', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), rgb=array([ 255.,    0.,    0.]), text=u'Too Slow!', units='pix', win=Window(...), wrapWidth=500)
3.3632 	EXP 	topMsg: text = 'Keep your eyes on the cross at the center of the screen when it appears. You will then see a series of arrows.'
3.3632 	EXP 	bottomMsg: text = 'Press any key to continue.'
3.3632 	EXP 	Display Instructions1
7.8184 	DATA 	Mouse: Left button down, pos=(759,1133)
7.8646 	DATA 	Mouse:  Left button up, pos=(759,1133)
10.5386 	DATA 	Keypress: space
10.5599 	EXP 	topMsg: text = 'Using your right hand, press the left button whenever the middle arrow points left and right button when it points right.'
10.5599 	EXP 	bottomMsg: text = 'Press any key to continue.'
10.5599 	EXP 	Display Instructions2
14.1156 	DATA 	Keypress: space
14.1382 	EXP 	topMsg: text = "If you answer too slowly, you'll see a message reminding you to speed up. Please respond as accurately as possible without being slower than this deadline."
14.1382 	EXP 	bottomMsg: text = 'Press any key to continue.'
14.1382 	EXP 	Display Instructions3
18.0830 	DATA 	Keypress: space
18.0963 	EXP 	topMsg: text = ' '
18.0963 	EXP 	bottomMsg: text = "When you're ready to begin, press any key."
18.0963 	EXP 	Display Instructions4
21.6280 	DATA 	Keypress: space
21.6379 	EXP 	topMsg: text = 'Waiting for scanner to start...'
21.6379 	EXP 	bottomMsg: text = ''
21.6379 	EXP 	Display WaitingForScanner
23.1367 	DATA 	Keypress: escape
23.1368 	EXP 	win: mouseVisible = True
